species_work,lower_limit,upper_limit,upper_limit_max,lower_limit_min,diff
Adansonia gregorii,27.099999999999966,28.30000000000001,35.19999999999999,17.599999999999966,1.2000000000000455
Adenia heterophylla,26.5,28.30000000000001,35.19999999999999,17.599999999999966,1.8000000000000114
Adiantum aethiopicum,14,24.5,29.69999999999999,9.199999999999989,10.5
Adiantum hispidulum,17.80000000000001,24.5,30.099999999999966,9.199999999999989,6.699999999999989
Aegialitis annulata,22.5,28.30000000000001,35.19999999999999,17.80000000000001,5.800000000000011
Aegiceras corniculatum,21,26.69999999999999,30.099999999999966,14.599999999999966,5.699999999999989
Afrohybanthus aurantiacus,25.599999999999966,28.30000000000001,35.19999999999999,19.80000000000001,2.7000000000000455
Afrohybanthus enneaspermus,22.5,27.5,33,16.80000000000001,5
Agave americana,12.399999999999977,22.69999999999999,27.399999999999977,6.899999999999977,10.300000000000011
Agave sisalana,18.599999999999966,26.399999999999977,30.099999999999966,14.099999999999966,7.800000000000011
Agave vivipara,21.30000000000001,26.399999999999977,29.69999999999999,15.599999999999966,5.099999999999966
Ageratum conyzoides,22.5,26.399999999999977,29.69999999999999,16.80000000000001,3.8999999999999773
Aglaia brownii,23.5,26.69999999999999,30.5,18.899999999999977,3.1999999999999886
Aglaia elaeagnoidea,23.399999999999977,27.5,35.10000000000002,17.599999999999966,4.100000000000023
Agonis flexuosa,15.399999999999977,18.5,27.599999999999966,9.699999999999989,3.1000000000000227
Aidia racemosa,23.399999999999977,27.5,35.10000000000002,17.599999999999966,4.100000000000023
Aira caryophyllea,11.599999999999966,19.5,28.5,6.300000000000011,7.900000000000034
Aira cupaniana,15.800000000000011,18.599999999999966,27.599999999999966,11.599999999999966,2.7999999999999545
Aira elegantissima,11.599999999999966,15.800000000000011,23.899999999999977,8.099999999999966,4.2000000000000455
Aira praecox,11.599999999999966,16.599999999999966,21.30000000000001,8.099999999999966,5
Ajuga australis,13.599999999999966,15.800000000000011,23.899999999999977,9.899999999999977,2.2000000000000455
Albizia lebbeck,24.5,27.399999999999977,35.10000000000002,17.599999999999966,2.8999999999999773
Alectryon oleifolius,21.099999999999966,25.599999999999966,30.399999999999977,15.399999999999977,4.5
Allocasuarina littoralis,12.800000000000011,23.69999999999999,30.099999999999966,6.300000000000011,10.899999999999977
Allocasuarina monilifera,12.199999999999989,14.300000000000011,20.19999999999999,6.300000000000011,2.1000000000000227
Allocasuarina verticillata,11.599999999999966,16.5,24.399999999999977,6.300000000000011,4.900000000000034
Allophylus cobbe,26.19999999999999,26.599999999999966,29.30000000000001,22.80000000000001,0.39999999999997726
Alloteropsis semialata,22.5,27.399999999999977,35.10000000000002,16.80000000000001,4.899999999999977
Alphitonia excelsa,21.5,26.69999999999999,30.5,16.19999999999999,5.199999999999989
Alpinia caerulea,21.30000000000001,26.19999999999999,30.099999999999966,15.599999999999966,4.899999999999977
Alstonia actinophylla,26.30000000000001,27.5,32.19999999999999,21.099999999999966,1.1999999999999886
Alstonia linearis,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137
Alstonia spectabilis,26.19999999999999,27.5,29.899999999999977,23.69999999999999,1.3000000000000114
Alternanthera brasiliana,21.30000000000001,26.599999999999966,30.099999999999966,15.599999999999966,5.2999999999999545
Alternanthera denticulata,15.800000000000011,26.19999999999999,30.099999999999966,10.5,10.399999999999977
Alternanthera pungens,22.5,26.399999999999977,30.099999999999966,17.80000000000001,3.8999999999999773
Alysicarpus ovalifolius,23.5,27.399999999999977,34.5,19.099999999999966,3.8999999999999773
Alysicarpus vaginalis,23.399999999999977,27.19999999999999,33,17.899999999999977,3.8000000000000114
Alyxia buxifolia,13.199999999999989,21.19999999999999,27.599999999999966,7.399999999999977,8
Alyxia ruscifolia,21,23.69999999999999,27.80000000000001,14.399999999999977,2.6999999999999886
Alyxia spicata,23.5,27.30000000000001,30.5,17.899999999999977,3.8000000000000114
Amaranthus interruptus,23.69999999999999,27.399999999999977,30.599999999999966,18.399999999999977,3.6999999999999886
Amaranthus undulatus,22.099999999999966,28.30000000000001,35.19999999999999,15.399999999999977,6.2000000000000455
Amaranthus viridis,15.399999999999977,27.19999999999999,30.5,9.699999999999989,11.800000000000011
Ampelocissus acetosa,25.399999999999977,27.5,35.10000000000002,17.599999999999966,2.1000000000000227
Amperea xiphoclada,12.099999999999966,22.5,30.099999999999966,6.300000000000011,10.400000000000034
Amphibolis antarctica,14.399999999999977,21.69999999999999,27.69999999999999,10.399999999999977,7.300000000000011
Amyema benthamii,27.099999999999966,28.30000000000001,35.19999999999999,19.099999999999966,1.2000000000000455
Amyema congener,16.5,24.5,30.099999999999966,9.199999999999989,8
Amyema linophylla,18,22.5,30.099999999999966,10.199999999999989,4.5
Amyema mackayensis,23.5,27.19999999999999,30.5,18.899999999999977,3.6999999999999886
Amyema miquelii,18,27.19999999999999,30.5,10.099999999999966,9.199999999999989
Amyema sanguinea,24.5,27.399999999999977,31,17.899999999999977,2.8999999999999773
Ancistrachne uncinulata,23.5,26.30000000000001,29.69999999999999,17.899999999999977,2.8000000000000114
Andersonia sprengelioides,15.599999999999966,16.69999999999999,21.30000000000001,10.699999999999989,1.1000000000000227
Angianthus cunninghamii,18.399999999999977,22.099999999999966,30.399999999999977,11.5,3.6999999999999886
Angianthus preissianus,14.199999999999989,18.599999999999966,28.5,10.099999999999966,4.399999999999977
Anisomeles inodora,24.5,27.5,35.10000000000002,17.599999999999966,3
Anthobolus filifolius,26.5,26.69999999999999,29.19999999999999,22.899999999999977,0.19999999999998863
Anthocercis littorea,16.5,19.5,28.5,10.099999999999966,3
Anthocercis viscosa,15.599999999999966,23.599999999999966,27.30000000000001,10.300000000000011,8
Anthosachne scabra,11.599999999999966,21,25.69999999999999,6.899999999999977,9.400000000000034
Anthoxanthum odoratum,11.599999999999966,15.800000000000011,23.899999999999977,6.300000000000011,4.2000000000000455
Antiaris toxicaria,26.19999999999999,26.599999999999966,29.30000000000001,22.80000000000001,0.39999999999997726
Antidesma ghaesembilla,24.5,27.5,35.10000000000002,17.599999999999966,3
Antidesma parvifolium,23.69999999999999,26.399999999999977,29.69999999999999,17.899999999999977,2.6999999999999886
Antigonon leptopus,22.5,27.19999999999999,30.5,17.80000000000001,4.699999999999989
Aotus ericoides,12.199999999999989,21.30000000000001,25.80000000000001,6.300000000000011,9.100000000000023
Apalochlamys spectabilis,13.599999999999966,16.30000000000001,23.899999999999977,9.699999999999989,2.7000000000000455
Aphanopetalum clematideum,20.399999999999977,21.69999999999999,27.69999999999999,15.5,1.3000000000000114
Apium annuum,14.300000000000011,20.399999999999977,29.599999999999966,9.800000000000011,6.099999999999966
Apium insulare,13.599999999999966,14.599999999999966,21.19999999999999,9.699999999999989,1
Apium prostratum,11.599999999999966,23.599999999999966,30.099999999999966,7.300000000000011,12
Apodasmia brownii,12.300000000000011,14.199999999999989,19.099999999999966,6.899999999999977,1.8999999999999773
Araucaria cunninghamii,21,25.399999999999977,29.69999999999999,14.399999999999977,4.399999999999977
Araucaria heterophylla,12.199999999999989,22.5,27.599999999999966,8.5,10.300000000000011
Archidendron grandiflorum,24.69999999999999,26.399999999999977,28.80000000000001,21,1.6999999999999886
Arctotheca calendula,13.599999999999966,19.5,29.599999999999966,9.599999999999966,5.900000000000034
Arctotheca populifolia,14.599999999999966,19.5,29.599999999999966,9.099999999999966,4.900000000000034
Arenga australasica,24.69999999999999,26.69999999999999,29.19999999999999,21,2
Argemone ochroleuca,16.5,22.899999999999977,26.599999999999966,10.5,6.399999999999977
Argusia argentea,22.5,27.399999999999977,29.19999999999999,16.80000000000001,4.899999999999977
Aristida contorta,21.69999999999999,25.599999999999966,30.399999999999977,15.399999999999977,3.8999999999999773
Aristida holathera,21.30000000000001,27.399999999999977,30.5,15.599999999999966,6.099999999999966
Aristolochia acuminata,26.19999999999999,27.5,32.69999999999999,21,1.3000000000000114
Aristolochia chalmersii,25.399999999999977,26.399999999999977,28.30000000000001,22.80000000000001,1
Arivela tetrandra,26.30000000000001,27.5,35.10000000000002,17.599999999999966,1.1999999999999886
Arivela viscosa,23.69999999999999,28.30000000000001,35.19999999999999,17.899999999999977,4.600000000000023
Arundinella nepalensis,22.5,27.399999999999977,32.69999999999999,16.80000000000001,4.899999999999977
Arytera bifoliolata,26.19999999999999,26.69999999999999,28.80000000000001,24.19999999999999,0.5
Arytera divaricata,22.5,26.30000000000001,29.69999999999999,16.80000000000001,3.8000000000000114
Asparagus asparagoides,14,18.5,28.399999999999977,9.099999999999966,4.5
Asparagus racemosus,25.399999999999977,27.5,35.10000000000002,17.599999999999966,2.1000000000000227
Asphodelus fistulosus,14,18.599999999999966,27.599999999999966,11,4.599999999999966
Asplenium decurrens,11.599999999999966,14.5,20.19999999999999,8,2.900000000000034
Asplenium difforme,18.099999999999966,22.5,30.099999999999966,10.699999999999989,4.400000000000034
Asplenium flabellifolium,12.399999999999977,17.80000000000001,25.69999999999999,6.899999999999977,5.400000000000034
Asplenium obtusatum,12.599999999999966,16.5,22.099999999999966,8.899999999999977,3.900000000000034
Astartea fascicularis,16.30000000000001,16.69999999999999,22.5,11.300000000000011,0.39999999999997726
Asteridea nivea,16.099999999999966,16.69999999999999,22.19999999999999,11.399999999999977,0.6000000000000227
Asteromyrtus symphyocarpa,26.30000000000001,26.69999999999999,30.5,22.099999999999966,0.39999999999997726
Astroloma humifusum,12.199999999999989,15.800000000000011,23.899999999999977,6.300000000000011,3.6000000000000227
Asystasia australasica,26.19999999999999,26.399999999999977,29,24.19999999999999,0.19999999999998863
Asystasia gangetica,26.19999999999999,26.399999999999977,28.80000000000001,24.19999999999999,0.19999999999998863
Atalaya salicifolia,27.099999999999966,27.5,33,20.19999999999999,0.4000000000000341
Atalaya variifolia,26.599999999999966,28.30000000000001,35.19999999999999,19.5,1.7000000000000455
Atriplex amnicola,20.19999999999999,22.099999999999966,30.399999999999977,15.399999999999977,1.8999999999999773
Atriplex australasica,14,17.599999999999966,23.899999999999977,10.099999999999966,3.599999999999966
Atriplex cinerea,12.800000000000011,21.80000000000001,30.399999999999977,6.300000000000011,9
Atriplex hypoleuca,15.800000000000011,18,28.5,10.099999999999966,2.1999999999999886
Atriplex isatidea,16.69999999999999,25.599999999999966,29.899999999999977,11.099999999999966,8.899999999999977
Atriplex muelleri,15.800000000000011,23.69999999999999,27.80000000000001,8.800000000000011,7.899999999999977
Atriplex paludosa,14.399999999999977,20.399999999999977,26.69999999999999,8.800000000000011,6
Atriplex patula,15.699999999999989,18.599999999999966,27.5,10.5,2.8999999999999773
Atriplex prostrata,12.199999999999989,18.599999999999966,28.5,6.300000000000011,6.399999999999977
Atriplex suberecta,14.199999999999989,16.69999999999999,23.899999999999977,9.699999999999989,2.5
Austrostipa compressa,18,18,28.5,10.099999999999966,0
Austrostipa crinita,20.399999999999977,22,27.69999999999999,15.5,1.6000000000000227
Austrostipa elegantissima,15.399999999999977,22.099999999999966,30.399999999999977,9.5,6.699999999999989
Austrostipa eremophila,15.800000000000011,16.69999999999999,24,10.199999999999989,0.8999999999999773
Austrostipa flavescens,12.399999999999977,20.399999999999977,28.5,6.300000000000011,8
Austrostipa stipoides,11.599999999999966,16.899999999999977,24.399999999999977,6.300000000000011,5.300000000000011
Austrostipa variabilis,20.19999999999999,20.399999999999977,24.30000000000001,16.5,0.19999999999998863
Avena barbata,14.300000000000011,22.099999999999966,31.30000000000001,9.5,7.7999999999999545
Avena fatua,14.300000000000011,20.399999999999977,28.5,10.099999999999966,6.099999999999966
Avena sativa,12.199999999999989,22.5,30.099999999999966,8.800000000000011,10.300000000000011
Avicennia marina,16.399999999999977,27.19999999999999,30.5,9.099999999999966,10.800000000000011
Axonopus compressus,21.5,26.399999999999977,29.69999999999999,16.19999999999999,4.899999999999977
Balladonia aervoides,20.399999999999977,22,25.899999999999977,16.599999999999966,1.6000000000000227
Banksia dentata,26.30000000000001,27.399999999999977,31.80000000000001,21.099999999999966,1.099999999999966
Banksia integrifolia,14,22.5,30.099999999999966,7.399999999999977,8.5
Banksia marginata,11.599999999999966,17.80000000000001,25.69999999999999,6.300000000000011,6.2000000000000455
Banksia serrata,14.599999999999966,22.5,30.099999999999966,9.099999999999966,7.900000000000034
Barringtonia acutangula,26.30000000000001,27.19999999999999,30.5,22.099999999999966,0.8999999999999773
Barringtonia asiatica,24.5,26.69999999999999,29.69999999999999,17.899999999999977,2.1999999999999886
Barringtonia calyptrata,25.399999999999977,26.399999999999977,28.80000000000001,22.80000000000001,1
Bauera rubioides,12.099999999999966,15.800000000000011,23.899999999999977,8.199999999999989,3.7000000000000455
Bauhinia binata,25.399999999999977,26.599999999999966,29.30000000000001,22.80000000000001,1.1999999999999886
Bauhinia hookeri,23.69999999999999,25.599999999999966,29.69999999999999,17.899999999999977,1.8999999999999773
Bedfordia salicina,11.599999999999966,13.199999999999989,17.80000000000001,8.099999999999966,1.6000000000000227
Bellardia trixago,14,18.599999999999966,27.5,11,4.599999999999966
Bellardia viscosa,12.199999999999989,18,28.5,8.5,5.800000000000011
Beyeria lechenaultii,14,17.19999999999999,26.69999999999999,9.5,3.1999999999999886
Beyeria viscosa,13.199999999999989,20.399999999999977,27.599999999999966,9.5,7.199999999999989
Bidens bipinnata,21.19999999999999,28.30000000000001,35.19999999999999,15.5,7.100000000000023
Bidens pilosa,16.399999999999977,26.399999999999977,30.099999999999966,9,10
Billardiera heterophylla,15.800000000000011,16.69999999999999,23.899999999999977,11.300000000000011,0.8999999999999773
Billardiera longiflora,11.599999999999966,13.199999999999989,17.80000000000001,8.099999999999966,1.6000000000000227
Billardiera nesophila,12.099999999999966,14,20.19999999999999,6.899999999999977,1.900000000000034
Blainvillea cunninghamii,26.30000000000001,27.19999999999999,33,20.19999999999999,0.8999999999999773
Blechnum nudum,12.399999999999977,18.599999999999966,24.30000000000001,7.300000000000011,6.199999999999989
Blechnum rupestre,21,24.5,30.099999999999966,14.399999999999977,3.5
Blechnum wattsii,11.599999999999966,15.800000000000011,23.899999999999977,6.300000000000011,4.2000000000000455
Blumea saxatilis,23.69999999999999,27.399999999999977,35.10000000000002,17.599999999999966,3.6999999999999886
Blumea tenella,27.099999999999966,27.399999999999977,32.69999999999999,20.69999999999999,0.30000000000001137
Boerhavia albiflora,22.599999999999966,26.399999999999977,29.69999999999999,17.399999999999977,3.8000000000000114
Boerhavia coccinea,22.099999999999966,27.399999999999977,34.5,15.399999999999977,5.300000000000011
Boerhavia diffusa,23.599999999999966,26.099999999999966,29.19999999999999,19.5,2.5
Boerhavia dominii,23.69999999999999,27.399999999999977,34.5,17.899999999999977,3.6999999999999886
Boerhavia fistulosa,24.80000000000001,26.099999999999966,28.80000000000001,21.19999999999999,1.2999999999999545
Boerhavia glabrata,25.399999999999977,25.399999999999977,27.899999999999977,22.80000000000001,0
Boerhavia mutabilis,23.5,26.399999999999977,29.69999999999999,17.899999999999977,2.8999999999999773
Boerhavia repens,22.69999999999999,25.599999999999966,28.399999999999977,17.899999999999977,2.8999999999999773
Bombax ceiba,26.19999999999999,27.399999999999977,35.10000000000002,17.599999999999966,1.1999999999999886
Bonamia media,22.5,27.399999999999977,35.10000000000002,16.80000000000001,4.899999999999977
Bonamia pannosa,26.599999999999966,28.30000000000001,35.19999999999999,19.80000000000001,1.7000000000000455
Boronia alata,15.599999999999966,18.599999999999966,27.599999999999966,10.5,3
Boronia albiflora,16.099999999999966,16.599999999999966,21.69999999999999,11.599999999999966,0.5
Boronia anemonifolia,13.199999999999989,14.599999999999966,21.19999999999999,9.5,1.3999999999999773
Boronia lanuginosa,26.599999999999966,27.399999999999977,30.5,22.099999999999966,0.8000000000000114
Boronia parviflora,13.199999999999989,22.5,30.099999999999966,9.5,9.300000000000011
Boronia wilsonii,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137
Bossiaea bossiaeoides,26.599999999999966,27.30000000000001,30.599999999999966,21.80000000000001,0.7000000000000455
Bossiaea dentata,16.399999999999977,16.69999999999999,22.5,11.300000000000011,0.30000000000001137
Bossiaea prostrata,12.199999999999989,14.199999999999989,20,6.300000000000011,2
Bothriochloa bladhii,24.5,26.5,29.69999999999999,17.899999999999977,2
Bothriochloa pertusa,22.5,27.19999999999999,30.5,16.80000000000001,4.699999999999989
Brachychiton diversifolius,26.599999999999966,27.5,34.10000000000002,19.5,0.9000000000000341
Brachychiton paradoxus,26.5,26.599999999999966,30.5,22.099999999999966,0.0999999999999659
Brachychiton viridiflorus,27.19999999999999,27.399999999999977,34.10000000000002,19.5,0.19999999999998863
Brachypodium distachyon,15.800000000000011,18.599999999999966,27.5,11.5,2.7999999999999545
Brachyscome ciliaris,16.80000000000001,22.099999999999966,30.399999999999977,12.099999999999966,5.2999999999999545
Brachyscome diversifolia,13.699999999999989,14.5,20.80000000000001,9.699999999999989,0.8000000000000114
Brachyscome exilis,15.699999999999989,19.5,28.399999999999977,11.5,3.8000000000000114
Brachyscome iberidifolia,15.899999999999977,22,30.399999999999977,10.199999999999989,6.100000000000023
Brachyscome pusilla,16.399999999999977,16.69999999999999,22.5,11.300000000000011,0.30000000000001137
Brachyscome triloba,16.69999999999999,20.5,24.30000000000001,10.899999999999977,3.8000000000000114
Brassica rapa,11.599999999999966,20.399999999999977,27.5,8.099999999999966,8.800000000000011
Brassica tournefortii,15.800000000000011,22.69999999999999,30.399999999999977,10.199999999999989,6.899999999999977
Breynia cernua,16.5,27.399999999999977,32.39999999999998,10.5,10.899999999999977
Breynia oblongifolia,16.099999999999966,26.399999999999977,29.69999999999999,7.699999999999989,10.300000000000011
Bridelia tomentosa,23.69999999999999,28.30000000000001,35.19999999999999,18.399999999999977,4.600000000000023
Briza maxima,14.199999999999989,18,28.5,9.699999999999989,3.8000000000000114
Briza minor,13.599999999999966,18.599999999999966,28.5,8.800000000000011,5
Bromus arenarius,15.599999999999966,21.599999999999966,31.30000000000001,10.5,6
Bromus catharticus,12.300000000000011,22.80000000000001,27.399999999999977,9.099999999999966,10.5
Bromus diandrus,11.599999999999966,21.899999999999977,31.30000000000001,8.099999999999966,10.300000000000011
Bromus hordeaceus,13.599999999999966,20.399999999999977,28.5,8.800000000000011,6.800000000000011
Bromus madritensis,14.199999999999989,20.399999999999977,24.80000000000001,10.199999999999989,6.199999999999989
Bromus rubens,15.699999999999989,20.19999999999999,28.399999999999977,9.5,4.5
Bromus sterilis,14.300000000000011,14.5,20.19999999999999,9.899999999999977,0.19999999999998863
Brucea javanica,23.5,27.5,32.19999999999999,17.899999999999977,4
Bruguiera cylindrica,25.30000000000001,26.399999999999977,29.30000000000001,22.19999999999999,1.099999999999966
Bruguiera exaristata,23.399999999999977,26.69999999999999,29.899999999999977,17.899999999999977,3.3000000000000114
Bruguiera gymnorhiza,21,26.69999999999999,30.099999999999966,14.599999999999966,5.699999999999989
Bruguiera parviflora,26.19999999999999,27.399999999999977,34.10000000000002,19.5,1.1999999999999886
Bryophyllum delagoense,21.30000000000001,24.5,30.099999999999966,15.599999999999966,3.1999999999999886
Bryophyllum pinnatum,21.5,26.399999999999977,29.69999999999999,16.19999999999999,4.899999999999977
Buchanania arborescens,25.399999999999977,26.69999999999999,29.30000000000001,22.80000000000001,1.3000000000000114
Buchanania obovata,26.5,27.5,34.10000000000002,19.5,1
Buchnera asperata,27.099999999999966,28.30000000000001,35.19999999999999,19.5,1.2000000000000455
Buchnera linearis,25.399999999999977,27.399999999999977,35.10000000000002,17.599999999999966,2
Buchnera urticifolia,21.30000000000001,26.69999999999999,30.099999999999966,15.599999999999966,5.399999999999977
Bulbine bulbosa,14.199999999999989,14.399999999999977,20.399999999999977,9.800000000000011,0.19999999999998863
Bulbine crassa,13.599999999999966,14.5,19.399999999999977,9.699999999999989,0.9000000000000341
Bulbine semibarbata,11.599999999999966,21.19999999999999,28.5,8.099999999999966,9.600000000000023
Bulbostylis barbata,21,28.30000000000001,35.19999999999999,14.399999999999977,7.300000000000011
Bupleurum semicompositum,15.800000000000011,16.899999999999977,23.899999999999977,11.399999999999977,1.099999999999966
Bursaria spinosa,11.599999999999966,24.5,29.69999999999999,6.300000000000011,12.900000000000034
Byblis filifolia,27.099999999999966,27.399999999999977,35.10000000000002,17.599999999999966,0.30000000000001137
Byblis liniflora,23.69999999999999,27.5,35.10000000000002,17.599999999999966,3.8000000000000114
Caesalpinia bonduc,21.30000000000001,26.69999999999999,30.099999999999966,15.599999999999966,5.399999999999977
Caesia parviflora,17.80000000000001,26.30000000000001,30.099999999999966,9.199999999999989,8.5
Cajanus acutifolius,26.599999999999966,27.399999999999977,32.39999999999998,20.099999999999966,0.8000000000000114
Cajanus reticulatus,23.69999999999999,27.5,32.19999999999999,17.899999999999977,3.8000000000000114
Cakile edentula,14,23.80000000000001,30.099999999999966,9,9.800000000000011
Cakile maritima,12.800000000000011,21.899999999999977,29.599999999999966,6.300000000000011,9.099999999999966
Caladenia carnea,13.599999999999966,23.399999999999977,30.099999999999966,9.199999999999989,9.800000000000011
Caladenia flava,16.099999999999966,18,28.5,10.099999999999966,1.900000000000034
Caladenia latifolia,13.199999999999989,18.599999999999966,28.5,9.5,5.399999999999977
Calamagrostis arenaria,13.199999999999989,16.899999999999977,23.899999999999977,9.5,3.6999999999999886
Calandrinia brevipedata,15.800000000000011,18.599999999999966,27.599999999999966,11.099999999999966,2.7999999999999545
Calandrinia calyptrata,11.599999999999966,20.399999999999977,31.30000000000001,8.099999999999966,8.800000000000011
Calandrinia corrigioloides,15.800000000000011,18,28.5,10.099999999999966,2.1999999999999886
Calandrinia granulifera,15.699999999999989,18,28.5,10.099999999999966,2.3000000000000114
Calandrinia polyandra,21.099999999999966,25,31.19999999999999,14.800000000000011,3.900000000000034
Calandrinia uniflora,27.19999999999999,27.399999999999977,33,20.099999999999966,0.19999999999998863
Callicarpa candicans,24.5,27.399999999999977,34.10000000000002,17.899999999999977,2.8999999999999773
Callitris columellaris,21.30000000000001,27.399999999999977,35.10000000000002,15.599999999999966,6.099999999999966
